venue,batting_team,bowler,innings,avg_wickets_20,avg_runs_6,avg_wickets_6,min_wickets_6,max_wickets_6
Newlands,Chennai Super Kings,ST Jayasuriya,48,2,,,,
Newlands,Chennai Super Kings,Z Khan,48,0,15,0,0,0
Newlands,Deccan Chargers,A Kumble,24,0,,,,
Newlands,Deccan Chargers,AB Agarkar,14,0,,,,
Newlands,Deccan Chargers,AB Dinda,36,2,24,2,2,2
Newlands,Deccan Chargers,CH Gayle,12,0,,,,
Newlands,Deccan Chargers,DW Steyn,18,2,17,0,0,0
Newlands,Deccan Chargers,I Sharma,36,0,13,0,0,0
Newlands,Deccan Chargers,JD Ryder,19,1,,,,
Newlands,Deccan Chargers,JH Kallis,12,0,21,0,0,0
Newlands,Deccan Chargers,KP Pietersen,24,2,,,,
Newlands,Deccan Chargers,M Kartik,48,0,,,,
Newlands,Deccan Chargers,MC Henriques,2,0,,,,
Newlands,Deccan Chargers,P Kumar,24,1,24,1,1,1
Newlands,Deccan Chargers,SC Ganguly,12,0,,,,
Newlands,Delhi Capitals,IK Pathan,14,0,9,0,0,0
Newlands,Delhi Capitals,PP Chawla,12,0,12,0,0,0
Newlands,Delhi Capitals,VRV Singh,12,0,5,0,0,0
Newlands,Delhi Capitals,VS Malik,12,0,13,0,0,0
Newlands,Delhi Capitals,YA Abdulla,14,0,19,0,0,0
Newlands,Kolkata Knight Riders,AD Mascarenhas,48,1,26,1,1,1
Newlands,Kolkata Knight Riders,FH Edwards,24,0,4,0,0,0
Newlands,Kolkata Knight Riders,Harmeet Singh,25,1,6,1,1,1
Newlands,Kolkata Knight Riders,Kamran Khan,75,5,15,1,1,1
Newlands,Kolkata Knight Riders,MM Patel,38,1,,,,
Newlands,Kolkata Knight Riders,PP Ojha,24,2,,,,
Newlands,Kolkata Knight Riders,RA Jadeja,12,0,,,,
Newlands,Kolkata Knight Riders,RP Singh,22,5,11,2,2,2
Newlands,Kolkata Knight Riders,SB Styris,24,2,,,,
Newlands,Kolkata Knight Riders,SK Warne,52,2,,,,
Newlands,Kolkata Knight Riders,YK Pathan,56,0,12,0,0,0
Newlands,Mumbai Indians,A Flintoff,24,1,8,0,0,0
Newlands,Mumbai Indians,JDP Oram,24,2,,,,
Newlands,Mumbai Indians,Joginder Sharma,24,1,,,,
Newlands,Mumbai Indians,MS Gony,25,2,13,0,0,0
Newlands,Mumbai Indians,T Thushara,24,1,19,1,1,1
Newlands,Punjab Kings,AD Mascarenhas,24,0,15,0,0,0
Newlands,Punjab Kings,AM Salvi,12,1,11,0,0,0
Newlands,Punjab Kings,DL Vettori,18,5,,,,
Newlands,Punjab Kings,DP Nannes,21,0,10,0,0,0
Newlands,Punjab Kings,Kamran Khan,27,4,8,2,2,2
Newlands,Punjab Kings,MM Patel,25,2,5,0,0,0
Newlands,Punjab Kings,PJ Sangwan,12,0,21,0,0,0
Newlands,Punjab Kings,SK Warne,24,0,,,,
Newlands,Punjab Kings,VY Mahesh,13,1,25,1,1,1
Newlands,Punjab Kings,YK Pathan,28,0,10,0,0,0
Newlands,Rajasthan Royals,A Kumble,38,5,,,,
Newlands,Rajasthan Royals,AB Agarkar,7,0,14,0,0,0
Newlands,Rajasthan Royals,Anureet Singh,26,2,11,1,1,1
Newlands,Rajasthan Royals,BAW Mendis,41,2,18,0,0,0
Newlands,Rajasthan Royals,CH Gayle,26,0,,,,
Newlands,Rajasthan Royals,DW Steyn,30,0,6,0,0,0
Newlands,Rajasthan Royals,I Sharma,24,2,29,1,1,1
Newlands,Rajasthan Royals,IK Pathan,54,2,11,2,2,2
Newlands,Rajasthan Royals,JD Ryder,50,3,,,,
Newlands,Rajasthan Royals,P Kumar,42,2,7,2,2,2
Newlands,Rajasthan Royals,PP Chawla,48,2,,,,
Newlands,Rajasthan Royals,R Vinay Kumar,38,0,1,0,0,0
Newlands,Rajasthan Royals,RR Powar,26,0,6,0,0,0
Newlands,Rajasthan Royals,SC Ganguly,18,0,,,,
Newlands,Rajasthan Royals,VRV Singh,48,0,5,0,0,0
Newlands,Rajasthan Royals,YA Abdulla,50,3,10,2,2,2
Newlands,Rajasthan Royals,Yuvraj Singh,24,0,,,,
Newlands,Royal Challengers Bangalore,AD Mascarenhas,24,3,10,3,3,3
Newlands,Royal Challengers Bangalore,FH Edwards,50,1,12,1,1,1
Newlands,Royal Challengers Bangalore,Harmeet Singh,56,1,6,0,0,0
Newlands,Royal Challengers Bangalore,Kamran Khan,18,0,17,0,0,0
Newlands,Royal Challengers Bangalore,MM Patel,19,2,2,0,0,0
Newlands,Royal Challengers Bangalore,PP Ojha,48,1,,,,
Newlands,Royal Challengers Bangalore,RP Singh,48,2,13,1,1,1
Newlands,Royal Challengers Bangalore,SB Styris,50,3,,,,
Newlands,Royal Challengers Bangalore,SK Warne,24,2,,,,
Newlands,Royal Challengers Bangalore,T Henderson,24,1,,,,
Newlands,Royal Challengers Bangalore,YK Pathan,13,0,,,,
OUTsurance Oval,Delhi Capitals,A Singh,18,0,12,0,0,0
OUTsurance Oval,Delhi Capitals,AS Raut,6,0,,,,
OUTsurance Oval,Delhi Capitals,B Lee,26,3,13,1,1,1
OUTsurance Oval,Delhi Capitals,IK Pathan,24,3,9,1,1,1
OUTsurance Oval,Delhi Capitals,J Botha,25,1,,,,
OUTsurance Oval,Delhi Capitals,MM Patel,27,2,14,2,2,2
OUTsurance Oval,Delhi Capitals,PP Chawla,19,0,5,0,0,0
OUTsurance Oval,Delhi Capitals,RA Jadeja,12,0,,,,
OUTsurance Oval,Delhi Capitals,RR Powar,20,0,,,,
OUTsurance Oval,Delhi Capitals,S Sreesanth,26,2,11,0,0,0
OUTsurance Oval,Delhi Capitals,SK Trivedi,6,0,9,0,0,0
OUTsurance Oval,Delhi Capitals,SK Warne,24,0,,,,
OUTsurance Oval,Delhi Capitals,WA Mota,6,1,,,,
OUTsurance Oval,Delhi Capitals,YK Pathan,6,0,,,,
OUTsurance Oval,Delhi Capitals,Yuvraj Singh,6,0,,,,
OUTsurance Oval,Punjab Kings,A Nehra,48,1,4,1,1,1
OUTsurance Oval,Punjab Kings,DL Vettori,38,0,,,,
OUTsurance Oval,Punjab Kings,MF Maharoof,60,2,15,2,2,2
OUTsurance Oval,Punjab Kings,PJ Sangwan,48,1,18,0,0,0
OUTsurance Oval,Punjab Kings,R Bhatia,38,0,,,,
OUTsurance Oval,Punjab Kings,TM Dilshan,12,0,,,,
OUTsurance Oval,Rajasthan Royals,A Mishra,52,3,,,,
OUTsurance Oval,Rajasthan Royals,A Nehra,38,1,4,1,1,1
OUTsurance Oval,Rajasthan Royals,AM Salvi,50,2,5,0,0,0
OUTsurance Oval,Rajasthan Royals,DP Nannes,54,1,10,1,1,1
OUTsurance Oval,Rajasthan Royals,MF Maharoof,48,2,5,0,0,0
OUTsurance Oval,Rajasthan Royals,TM Dilshan,12,0,,,,
Punjab Cricket Association Stadium,Chennai Super Kings,AJ Tye,68,1,7,1,1,1
Punjab Cricket Association Stadium,Chennai Super Kings,AM Nayar,12,0,,,,
Punjab Cricket Association Stadium,Chennai Super Kings,AR Patel,38,0,,,,
Punjab Cricket Association Stadium,Chennai Super Kings,Anureet Singh,34,0,,,,
Punjab Cricket Association Stadium,Chennai Super Kings,Azhar Mahmood,50,0,10,0,0,0
Punjab Cricket Association Stadium,Chennai Super Kings,B Lee,25,1,21,1,1,1
Punjab Cricket Association Stadium,Chennai Super Kings,BA Bhatt,19,0,,,,
Punjab Cricket Association Stadium,Chennai Super Kings,BB Sran,56,1,23,0,0,0
Punjab Cricket Association Stadium,Chennai Super Kings,BE Hendricks,38,1,19,1,1,1
Punjab Cricket Association Stadium,Chennai Super Kings,GJ Maxwell,14,0,,,,
Punjab Cricket Association Stadium,Chennai Super Kings,Gurkeerat Singh,36,0,12,0,0,0
Punjab Cricket Association Stadium,Chennai Super Kings,Harpreet Brar,18,0,7,0,0,0
Punjab Cricket Association Stadium,Chennai Super Kings,IK Pathan,24,2,,,,
Punjab Cricket Association Stadium,Chennai Super Kings,JR Hopes,24,1,11,0,0,0
Punjab Cricket Association Stadium,Chennai Super Kings,K Goel,12,0,,,,
Punjab Cricket Association Stadium,Chennai Super Kings,M Ashwin,18,0,,,,
Punjab Cricket Association Stadium,Chennai Super Kings,MM Sharma,50,1,16,1,1,1
Punjab Cricket Association Stadium,Chennai Super Kings,Mohammed Shami,18,2,13,0,0,0
Punjab Cricket Association Stadium,Chennai Super Kings,Mujeeb Ur Rahman,36,0,7,0,0,0
Punjab Cricket Association Stadium,Chennai Super Kings,P Awana,24,0,7,0,0,0
Punjab Cricket Association Stadium,Chennai Super Kings,P Kumar,54,1,14.5,1,0,2
Punjab Cricket Association Stadium,Chennai Super Kings,PP Chawla,72,0.333333333,,,,
Punjab Cricket Association Stadium,Chennai Super Kings,R Ashwin,76,0.5,6,0,0,0
Punjab Cricket Association Stadium,Chennai Super Kings,R Dhawan,28,1,7,0,0,0
Punjab Cricket Association Stadium,Chennai Super Kings,R McLaren,25,0,4,0,0,0
Punjab Cricket Association Stadium,Chennai Super Kings,R Sathish,12,0,,,,
Punjab Cricket Association Stadium,Chennai Super Kings,RJ Harris,72,0.5,9.5,0,0,0
Punjab Cricket Association Stadium,Chennai Super Kings,S Sreesanth,19,0,21,0,0,0
Punjab Cricket Association Stadium,Chennai Super Kings,SM Curran,25,3,16,1,1,1
Punjab Cricket Association Stadium,Chennai Super Kings,Sandeep Sharma,24,1,9,1,1,1
Punjab Cricket Association Stadium,Chennai Super Kings,WA Mota,14,1,,,,
Punjab Cricket Association Stadium,Chennai Super Kings,Yuvraj Singh,14,0,,,,
Punjab Cricket Association Stadium,Deccan Chargers,Azhar Mahmood,25,2,6,1,1,1
Punjab Cricket Association Stadium,Deccan Chargers,DJ Hussey,7,0,15,0,0,0
Punjab Cricket Association Stadium,Deccan Chargers,Gagandeep Singh,18,1,,,,
Punjab Cricket Association Stadium,Deccan Chargers,P Awana,25,1,8,0,0,0
Punjab Cricket Association Stadium,Deccan Chargers,P Kumar,24,1,12,0,0,0
Punjab Cricket Association Stadium,Deccan Chargers,PP Chawla,42,0,,,,
Punjab Cricket Association Stadium,Deccan Chargers,RJ Harris,24,0,6,0,0,0
Punjab Cricket Association Stadium,Deccan Chargers,RR Powar,25,1,3,0,0,0
Punjab Cricket Association Stadium,Deccan Chargers,S Sreesanth,24,1,21,0,0,0
Punjab Cricket Association Stadium,Deccan Chargers,VRV Singh,24,1,18,0,0,0
Punjab Cricket Association Stadium,Deccan Chargers,Yuvraj Singh,6,0,,,,
Punjab Cricket Association Stadium,Delhi Capitals,AJ Tye,26,1,6,0,0,0
Punjab Cricket Association Stadium,Delhi Capitals,AR Patel,116,1.25,13,0,0,0
Punjab Cricket Association Stadium,Delhi Capitals,B Lee,24,1,14,1,1,1
Punjab Cricket Association Stadium,Delhi Capitals,GC Viljoen,36,1,8,0,0,0
Punjab Cricket Association Stadium,Delhi Capitals,GJ Maxwell,24,1,,,,
Punjab Cricket Association Stadium,Delhi Capitals,IK Pathan,77,2,19.5,0.5,0,1
Punjab Cricket Association Stadium,Delhi Capitals,KC Cariappa,50,1,6,0,0,0
Punjab Cricket Association Stadium,Delhi Capitals,Karanveer Singh,24,2,,,,
Punjab Cricket Association Stadium,Delhi Capitals,M Ashwin,24,0,,,,
Punjab Cricket Association Stadium,Delhi Capitals,MG Johnson,19,2,22,1,1,1
Punjab Cricket Association Stadium,Delhi Capitals,MM Sharma,79,1,7.333333333,0,0,0
Punjab Cricket Association Stadium,Delhi Capitals,MP Stoinis,56,1.5,12,0,0,0
Punjab Cricket Association Stadium,Delhi Capitals,Mohammed Shami,48,3,16,0,0,0
Punjab Cricket Association Stadium,Delhi Capitals,Mujeeb Ur Rahman,75,1,11,1,1,1
Punjab Cricket Association Stadium,Delhi Capitals,P Awana,18,2,16,2,2,2
Punjab Cricket Association Stadium,Delhi Capitals,PP Chawla,73,0.5,,,,
Punjab Cricket Association Stadium,Delhi Capitals,R Ashwin,79,1.5,11,0.5,0,1
Punjab Cricket Association Stadium,Delhi Capitals,R Dhawan,26,2,,,,
Punjab Cricket Association Stadium,Delhi Capitals,RR Powar,12,0,,,,
Punjab Cricket Association Stadium,Delhi Capitals,S Sreesanth,60,1,13,1,0,2
Punjab Cricket Association Stadium,Delhi Capitals,SM Curran,30,4,9,0,0,0
Punjab Cricket Association Stadium,Delhi Capitals,Sandeep Sharma,74,2.5,9,1.5,0,3
Punjab Cricket Association Stadium,Delhi Capitals,T Natarajan,13,0,7,0,0,0
Punjab Cricket Association Stadium,Delhi Capitals,VR Aaron,12,2,,,,
Punjab Cricket Association Stadium,Delhi Capitals,VRV Singh,24,3,5,1,1,1
Punjab Cricket Association Stadium,Delhi Capitals,YA Abdulla,48,1,,,,
Punjab Cricket Association Stadium,Delhi Capitals,Yuvraj Singh,49,0.5,,,,
Punjab Cricket Association Stadium,Gujarat Lions,AR Patel,62,0,,,,
Punjab Cricket Association Stadium,Gujarat Lions,GJ Maxwell,24,1,,,,
Punjab Cricket Association Stadium,Gujarat Lions,MG Johnson,52,2,20,0,0,0
Punjab Cricket Association Stadium,Gujarat Lions,MM Sharma,80,0,16,0,0,0
Punjab Cricket Association Stadium,Gujarat Lions,MP Stoinis,24,1,12,1,1,1
Punjab Cricket Association Stadium,Gujarat Lions,P Sahu,48,1,,,,
Punjab Cricket Association Stadium,Gujarat Lions,Sandeep Sharma,86,1.5,19,0.5,0,1
Punjab Cricket Association Stadium,Gujarat Lions,T Natarajan,36,1,,,,
Punjab Cricket Association Stadium,Gujarat Lions,VR Aaron,48,0,13,0,0,0
Punjab Cricket Association Stadium,Kolkata Knight Riders,AD Mascarenhas,48,0,8,0,0,0
Punjab Cricket Association Stadium,Kolkata Knight Riders,AJ Tye,40,1,15,1,1,1
Punjab Cricket Association Stadium,Kolkata Knight Riders,AR Patel,84,1,10,0,0,0
Punjab Cricket Association Stadium,Kolkata Knight Riders,Arshdeep Singh,24,0,25,0,0,0
Punjab Cricket Association Stadium,Kolkata Knight Riders,Azhar Mahmood,50,3,8,1,1,1
Punjab Cricket Association Stadium,Kolkata Knight Riders,B Lee,25,0,24,0,0,0
Punjab Cricket Association Stadium,Kolkata Knight Riders,BA Bhatt,42,0,,,,
Punjab Cricket Association Stadium,Kolkata Knight Riders,DJ Hussey,12,0,,,,
Punjab Cricket Association Stadium,Kolkata Knight Riders,GJ Maxwell,24,0,,,,
Punjab Cricket Association Stadium,Kolkata Knight Riders,Gagandeep Singh,48,1,,,,
Punjab Cricket Association Stadium,Kolkata Knight Riders,Harmeet Singh,26,0,14,0,0,0
Punjab Cricket Association Stadium,Kolkata Knight Riders,IK Pathan,76,2,9,1,0,2
Punjab Cricket Association Stadium,Kolkata Knight Riders,JR Hopes,36,0,,,,
Punjab Cricket Association Stadium,Kolkata Knight Riders,KJ Abbott,40,0,19,0,0,0
Punjab Cricket Association Stadium,Kolkata Knight Riders,M Ashwin,24,0,,,,
Punjab Cricket Association Stadium,Kolkata Knight Riders,MJ Henry,36,2,23,0,0,0
Punjab Cricket Association Stadium,Kolkata Knight Riders,MM Sharma,76,1,9.5,0.5,0,1
Punjab Cricket Association Stadium,Kolkata Knight Riders,MS Gony,52,1,11,0,0,0
Punjab Cricket Association Stadium,Kolkata Knight Riders,Mohammed Shami,36,1,10,0,0,0
Punjab Cricket Association Stadium,Kolkata Knight Riders,P Awana,48,2,,,,
Punjab Cricket Association Stadium,Kolkata Knight Riders,P Kumar,88,1.5,25.5,0.5,0,1
Punjab Cricket Association Stadium,Kolkata Knight Riders,P Sahu,48,2,,,,
Punjab Cricket Association Stadium,Kolkata Knight Riders,PP Chawla,121,0.75,6,1,1,1
Punjab Cricket Association Stadium,Kolkata Knight Riders,R Ashwin,50,1,12,0,0,0
Punjab Cricket Association Stadium,Kolkata Knight Riders,R Tewatia,50,2,,,,
Punjab Cricket Association Stadium,Kolkata Knight Riders,RS Bopara,12,0,,,,
Punjab Cricket Association Stadium,Kolkata Knight Riders,S Sreesanth,50,2,21,2,2,2
Punjab Cricket Association Stadium,Kolkata Knight Riders,SJ Srivastava,22,2,13,2,2,2
Punjab Cricket Association Stadium,Kolkata Knight Riders,SM Curran,52,0,,,,
Punjab Cricket Association Stadium,Kolkata Knight Riders,Sandeep Sharma,72,0,22.5,0,0,0
Punjab Cricket Association Stadium,Kolkata Knight Riders,Swapnil Singh,26,0,,,,
Punjab Cricket Association Stadium,Kolkata Knight Riders,VRV Singh,48,1,,,,
Punjab Cricket Association Stadium,Kolkata Knight Riders,VS Malik,20,0,5,0,0,0
Punjab Cricket Association Stadium,Mumbai Indians,AJ Tye,26,1,15,0,0,0
Punjab Cricket Association Stadium,Mumbai Indians,AR Patel,92,0.666666667,6.666666667,0,0,0
Punjab Cricket Association Stadium,Mumbai Indians,Anureet Singh,26,1,13,0,0,0
Punjab Cricket Association Stadium,Mumbai Indians,Azhar Mahmood,46,2,,,,
Punjab Cricket Association Stadium,Mumbai Indians,B Lee,72,1,10.5,1,0,2
Punjab Cricket Association Stadium,Mumbai Indians,BA Bhatt,86,2,7.5,0,0,0
Punjab Cricket Association Stadium,Mumbai Indians,BE Hendricks,54,1,21,0,0,0
Punjab Cricket Association Stadium,Mumbai Indians,Bipul Sharma,28,2,8,1,1,1
Punjab Cricket Association Stadium,Mumbai Indians,GC Viljoen,24,2,19,1,1,1
Punjab Cricket Association Stadium,Mumbai Indians,GJ Maxwell,12,0,,,,
Punjab Cricket Association Stadium,Mumbai Indians,IK Pathan,76,2.5,15.5,0.5,0,1
Punjab Cricket Association Stadium,Mumbai Indians,Karanveer Singh,24,1,,,,
Punjab Cricket Association Stadium,Mumbai Indians,L Ablish,13,3,14,0,0,0
Punjab Cricket Association Stadium,Mumbai Indians,M Ashwin,24,2,,,,
Punjab Cricket Association Stadium,Mumbai Indians,M Vijay,6,0,,,,
Punjab Cricket Association Stadium,Mumbai Indians,MG Johnson,49,1,20.5,0,0,0
Punjab Cricket Association Stadium,Mumbai Indians,MM Sharma,26,3,,,,
Punjab Cricket Association Stadium,Mumbai Indians,Mohammed Shami,25,2,13,0,0,0
Punjab Cricket Association Stadium,Mumbai Indians,P Awana,50,3,18,0,0,0
Punjab Cricket Association Stadium,Mumbai Indians,P Kumar,98,1,13.5,1,0,2
Punjab Cricket Association Stadium,Mumbai Indians,P Sahu,18,0,,,,
Punjab Cricket Association Stadium,Mumbai Indians,PP Chawla,124,2,6,1,1,1
Punjab Cricket Association Stadium,Mumbai Indians,R Ashwin,25,0,15,0,0,0
Punjab Cricket Association Stadium,Mumbai Indians,R Dhawan,50,1,9,0,0,0
Punjab Cricket Association Stadium,Mumbai Indians,RJ Harris,24,1,5,0,0,0
Punjab Cricket Association Stadium,Mumbai Indians,RR Powar,24,0,,,,
Punjab Cricket Association Stadium,Mumbai Indians,S Sreesanth,52,2,5,0,0,0
Punjab Cricket Association Stadium,Mumbai Indians,SJ Srivastava,26,1,,,,
Punjab Cricket Association Stadium,Mumbai Indians,Sandeep Sharma,81,0.333333333,16,0.333333333,0,1
Punjab Cricket Association Stadium,Mumbai Indians,Shivam Sharma,48,0,,,,
Punjab Cricket Association Stadium,Mumbai Indians,VRV Singh,50,1,13,0,0,0
Punjab Cricket Association Stadium,Mumbai Indians,Yuvraj Singh,12,0,,,,
Punjab Cricket Association Stadium,Pune Warriors,AD Mascarenhas,25,5,1,2,2,2
Punjab Cricket Association Stadium,Pune Warriors,Azhar Mahmood,24,2,20,0,0,0
Punjab Cricket Association Stadium,Pune Warriors,BA Bhatt,50,1,2,1,1,1
Punjab Cricket Association Stadium,Pune Warriors,Harmeet Singh,19,2,,,,
Punjab Cricket Association Stadium,Pune Warriors,MS Gony,24,1,,,,
Punjab Cricket Association Stadium,Pune Warriors,P Awana,49,1,15,0,0,0
Punjab Cricket Association Stadium,Pune Warriors,P Kumar,102,0.666666667,12.33333333,0.333333333,0,1
Punjab Cricket Association Stadium,Pune Warriors,PC Valthaty,26,0,,,,
Punjab Cricket Association Stadium,Pune Warriors,PP Chawla,48,0.5,,,,
Punjab Cricket Association Stadium,Pune Warriors,RJ Harris,54,1,10,0,0,0
Punjab Cricket Association Stadium,Pune Warriors,SJ Srivastava,40,2,17,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,A Chandila,24,1,10,1,1,1
Punjab Cricket Association Stadium,Punjab Kings,A Kumble,75,0.5,,,,
Punjab Cricket Association Stadium,Punjab Kings,A Mishra,169,0.333333333,24,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,A Nehra,137,1.2,15.8,0.6,0,1
Punjab Cricket Association Stadium,Punjab Kings,AA Chavan,36,0,8,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,AA Jhunjhunwala,18,0,13,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,AB Agarkar,67,1,17,0.5,0,1
Punjab Cricket Association Stadium,Punjab Kings,AB Dinda,133,0.5,12.25,0.5,0,1
Punjab Cricket Association Stadium,Punjab Kings,AB McDonald,25,2,,,,
Punjab Cricket Association Stadium,Punjab Kings,AC Voges,24,0,,,,
Punjab Cricket Association Stadium,Punjab Kings,AD Mathews,84,1,10,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,AD Russell,25,0.5,,,,
Punjab Cricket Association Stadium,Punjab Kings,AL Menaria,6,0,,,,
Punjab Cricket Association Stadium,Punjab Kings,AS Rajpoot,18,0,11,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,AS Raut,6,0,,,,
Punjab Cricket Association Stadium,Punjab Kings,Ankit Sharma,52,1,13,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,Ankit Soni,18,0,,,,
Punjab Cricket Association Stadium,Punjab Kings,Avesh Khan,19,0,12,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,B Kumar,261,1.428571429,11,0.428571429,0,1
Punjab Cricket Association Stadium,Punjab Kings,B Lee,25,2,17,1,1,1
Punjab Cricket Association Stadium,Punjab Kings,BAW Mendis,48,1,20,1,1,1
Punjab Cricket Association Stadium,Punjab Kings,BCJ Cutting,7,0,10,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,Basil Thampi,24,1,8,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,C de Grandhomme,26,0,3,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,CH Gayle,54,0.5,8,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,CH Morris,134,1.6,17.2,0.6,0,1
Punjab Cricket Association Stadium,Punjab Kings,CJ Jordan,75,0,15.5,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,CJ McKay,24,1,14,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,CR Brathwaite,12,0,,,,
Punjab Cricket Association Stadium,Punjab Kings,CR Woakes,25,2,,,,
Punjab Cricket Association Stadium,Punjab Kings,D Salunkhe,18,0,,,,
Punjab Cricket Association Stadium,Punjab Kings,D Wiese,12,1,4,1,1,1
Punjab Cricket Association Stadium,Punjab Kings,DJ Bravo,161,1.5,8,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,DJ Hooda,25,0,17,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,DJ Hussey,30,1,,,,
Punjab Cricket Association Stadium,Punjab Kings,DJG Sammy,48,6,,,,
Punjab Cricket Association Stadium,Punjab Kings,DL Chahar,67,0,27.5,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,DL Vettori,25,0,,,,
Punjab Cricket Association Stadium,Punjab Kings,DP Nannes,49,2.5,11,1,0,2
Punjab Cricket Association Stadium,Punjab Kings,DP Vijaykumar,24,0,24,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,DS Kulkarni,89,1.25,15.33333333,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,DT Christian,72,1.5,8,2,2,2
Punjab Cricket Association Stadium,Punjab Kings,DW Steyn,151,1.25,10,0.25,0,1
Punjab Cricket Association Stadium,Punjab Kings,GD McGrath,48,1,21,1,1,1
Punjab Cricket Association Stadium,Punjab Kings,GH Vihari,32,0,,,,
Punjab Cricket Association Stadium,Punjab Kings,HF Gurney,24,1,16,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,HH Pandya,42,0,,,,
Punjab Cricket Association Stadium,Punjab Kings,HV Patel,63,1.333333333,10.5,1,0,2
Punjab Cricket Association Stadium,Punjab Kings,Harbhajan Singh,284,1.125,26.5,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,I Sharma,97,0,20,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,IC Pandey,18,1,22,1,1,1
Punjab Cricket Association Stadium,Punjab Kings,IK Pathan,12,0,,,,
Punjab Cricket Association Stadium,Punjab Kings,IS Sodhi,25,1,,,,
Punjab Cricket Association Stadium,Punjab Kings,Imran Tahir,122,1,,,,
Punjab Cricket Association Stadium,Punjab Kings,Iqbal Abdulla,60,0,,,,
Punjab Cricket Association Stadium,Punjab Kings,J Botha,50,2,5,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,J Suchith,50,1,9,1,1,1
Punjab Cricket Association Stadium,Punjab Kings,JA Morkel,36,1,16,1,1,1
Punjab Cricket Association Stadium,Punjab Kings,JC Archer,25,3,7,1,1,1
Punjab Cricket Association Stadium,Punjab Kings,JD Ryder,24,0,,,,
Punjab Cricket Association Stadium,Punjab Kings,JD Unadkat,48,1,7.5,0.5,0,1
Punjab Cricket Association Stadium,Punjab Kings,JDP Oram,48,0,30,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,JDS Neesham,12,0,18,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,JEC Franklin,7,1,,,,
Punjab Cricket Association Stadium,Punjab Kings,JH Kallis,67,1.333333333,11.33333333,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,JJ Bumrah,116,2,6.666666667,0.333333333,0,1
Punjab Cricket Association Stadium,Punjab Kings,JP Duminy,62,0.5,,,,
Punjab Cricket Association Stadium,Punjab Kings,JP Faulkner,94,0.5,11,0.25,0,1
Punjab Cricket Association Stadium,Punjab Kings,Joginder Sharma,50,1,,,,
Punjab Cricket Association Stadium,Punjab Kings,K Rabada,50,1.5,15,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,K Santokie,24,1,12,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,KA Pollard,80,0.2,,,,
Punjab Cricket Association Stadium,Punjab Kings,KH Pandya,74,1,,,,
Punjab Cricket Association Stadium,Punjab Kings,KK Cooper,50,1.5,7,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,KP Pietersen,6,0,,,,
Punjab Cricket Association Stadium,Punjab Kings,KV Sharma,84,0.666666667,,,,
Punjab Cricket Association Stadium,Punjab Kings,Kuldeep Yadav,19,2,,,,
Punjab Cricket Association Stadium,Punjab Kings,L Balaji,50,1,15,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,LJ Wright,34,0,,,,
Punjab Cricket Association Stadium,Punjab Kings,M Ashwin,48,3,,,,
Punjab Cricket Association Stadium,Punjab Kings,M Kartik,38,2,,,,
Punjab Cricket Association Stadium,Punjab Kings,M Markande,14,0,,,,
Punjab Cricket Association Stadium,Punjab Kings,M Morkel,24,2,20,1,1,1
Punjab Cricket Association Stadium,Punjab Kings,M Muralitharan,50,1,,,,
Punjab Cricket Association Stadium,Punjab Kings,MA Khote,12,0,,,,
Punjab Cricket Association Stadium,Punjab Kings,MA Starc,13,1,14,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,MC Henriques,140,0.5,18,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,MF Maharoof,64,1.5,22,1.5,0,3
Punjab Cricket Association Stadium,Punjab Kings,MJ McClenaghan,154,0.666666667,19,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,MM Ali,25,1,,,,
