venue,batting_team,strikerate_20,avg_runs_20,min_runs_20,max_runs_20,avg_wickets_20,min_wickets_20,max_wickets_20,avg_runs_6,min_runs_6,max_runs_6,avg_wickets_6,min_wickets_6,max_wickets_6
Sheikh Zayed Stadium,Sunrisers Hyderabad,117.99000000000001,145.66666666666666,133,162,4.666666666666667,4,6,39.666666666666664,38,41,0.6666666666666666,0,1
Sheikh Zayed Stadium,Chennai Super Kings,133.56000000000006,159.0,154,166,3.6666666666666665,1,5,49.333333333333336,37,57,1.0,0,2
Sheikh Zayed Stadium,Delhi Capitals,113.34999999999991,130.0,84,154,7.25,4,9,36.75,24,53,1.75,1,3
Sheikh Zayed Stadium,Kolkata Knight Riders,115.92000000000016,138.0,109,152,7.5,3,10,35.5,24,52,2.0,1,3
Sheikh Zayed Stadium,Mumbai Indians,130.5099999999999,150.75,122,166,4.75,2,7,43.0,32,51,0.75,0,1
Sheikh Zayed Stadium,Punjab Kings,141.31000000000012,170.33333333333334,143,206,5.666666666666667,4,8,50.666666666666664,41,64,1.6666666666666667,0,3
Sheikh Zayed Stadium,Rajasthan Royals,133.18000000000004,141.66666666666666,71,196,4.666666666666667,2,10,41.5,30,66,2.1666666666666665,1,3
Sheikh Zayed Stadium,Royal Challengers Bangalore,121.5,121.5,85,158,2.0,2,2,47.0,44,50,0.5,0,1
Sheikh Zayed Stadium,Sunrisers Hyderabad,126.09,155.66666666666666,132,172,6.0,4,8,51.666666666666664,48,58,1.6666666666666667,0,3
Sheikh Zayed Stadium,Kolkata Knight Riders,183.35000000000002,11.0,11,11,2.0,2,2,11.0,11,11,2.0,2,2
Sheikh Zayed Stadium,Sunrisers Hyderabad,66.67,2.0,2,2,2.0,2,2,2.0,2,2,2.0,2,2
Sheikh Zayed Stadium,Kolkata Knight Riders,75.0,3.0,3,3,0.0,0,0,3.0,3,3,0.0,0,0
Sheikh Zayed Stadium,Rajasthan Royals,183.33999999999997,11.0,11,11,0.0,0,0,11.0,11,11,0.0,0,0
St George's Park,Chennai Super Kings,144.63000000000008,179.0,179,179,5.0,5,5,68.0,68,68,0.0,0,0
St George's Park,Deccan Chargers,113.91000000000011,141.0,141,141,5.0,5,5,39.0,39,39,2.0,2,2
St George's Park,Kolkata Knight Riders,124.27000000000002,153.0,153,153,3.0,3,3,28.0,28,28,1.0,1,1
St George's Park,Mumbai Indians,132.02000000000004,163.66666666666666,147,187,4.333333333333333,2,6,52.0,46,61,1.0,0,2
St George's Park,Royal Challengers Bangalore,118.04000000000019,149.0,149,149,7.0,7,7,45.0,45,45,2.0,2,2
St George's Park,Chennai Super Kings,125.68999999999994,151.0,151,151,3.0,3,3,35.0,35,35,2.0,2,2
St George's Park,Delhi Capitals,124.82999999999993,150.0,150,150,4.0,4,4,43.0,43,43,2.0,2,2
St George's Park,Kolkata Knight Riders,99.92999999999991,95.0,95,95,9.0,9,9,47.0,47,47,2.0,2,2
St George's Park,Punjab Kings,121.97000000000024,154.0,154,154,4.0,4,4,51.0,51,51,2.0,2,2
St George's Park,Rajasthan Royals,116.43999999999984,142.0,142,142,7.0,7,7,30.0,30,30,3.0,3,3
St George's Park,Royal Challengers Bangalore,102.13000000000005,114.0,87,141,8.5,7,10,42.5,39,46,2.0,2,2
Subrata Roy Sahara Stadium,Chennai Super Kings,130.43999999999983,159.5,155,164,4.0,3,5,36.0,29,43,1.0,0,2
Subrata Roy Sahara Stadium,Deccan Chargers,145.13999999999976,177.0,177,177,4.0,4,4,50.0,50,50,2.0,2,2
Subrata Roy Sahara Stadium,Kolkata Knight Riders,122.05000000000001,150.0,136,162,4.666666666666667,4,6,41.666666666666664,27,50,1.0,1,1
Subrata Roy Sahara Stadium,Mumbai Indians,97.3900000000001,120.0,120,120,9.0,9,9,42.0,42,42,0.0,0,0
Subrata Roy Sahara Stadium,Pune Warriors,113.17000000000007,136.66666666666666,99,172,6.0,2,9,33.5,24,40,1.6666666666666667,1,2
Subrata Roy Sahara Stadium,Rajasthan Royals,117.7100000000001,145.0,145,145,5.0,5,5,44.0,44,44,1.0,1,1
Subrata Roy Sahara Stadium,Royal Challengers Bangalore,144.82999999999996,180.0,173,187,3.0,3,3,48.0,30,66,0.0,0,0
Subrata Roy Sahara Stadium,Sunrisers Hyderabad,95.1999999999999,119.0,119,119,8.0,8,8,25.0,25,25,4.0,4,4
Subrata Roy Sahara Stadium,Delhi Capitals,122.72999999999985,142.0,134,148,6.333333333333333,2,9,52.333333333333336,47,61,1.6666666666666667,1,2
Subrata Roy Sahara Stadium,Mumbai Indians,99.89999999999999,116.0,116,116,5.0,5,5,37.0,37,37,2.0,2,2
Subrata Roy Sahara Stadium,Pune Warriors,108.10000000000004,133.3,102,170,7.4,3,10,45.1,34,64,1.8,1,4
Subrata Roy Sahara Stadium,Punjab Kings,121.69,122.0,100,144,5.0,2,8,37.5,19,56,1.5,1,2
Subrata Roy Sahara Stadium,Rajasthan Royals,128.51999999999992,126.0,126,126,3.0,3,3,49.0,49,49,2.0,2,2
SuperSport Park,Chennai Super Kings,149.14000000000004,179.0,164,188,3.6666666666666665,3,5,50.333333333333336,40,57,1.0,0,2
SuperSport Park,Deccan Chargers,118.12999999999991,146.5,145,148,7.5,6,9,37.0,37,37,2.0,2,2
SuperSport Park,Delhi Capitals,119.35999999999989,148.0,143,153,7.5,7,8,45.5,42,49,2.5,2,3
SuperSport Park,Kolkata Knight Riders,139.7600000000001,173.0,173,173,4.0,4,4,38.0,38,38,2.0,2,2
SuperSport Park,Mumbai Indians,125.75000000000007,165.0,165,165,8.0,8,8,30.0,30,30,3.0,3,3
SuperSport Park,Punjab Kings,91.62999999999997,119.0,119,119,9.0,9,9,51.0,51,51,3.0,3,3
SuperSport Park,Royal Challengers Bangalore,112.1099999999999,137.5,105,170,7.0,4,10,31.0,29,33,2.0,1,3
SuperSport Park,Deccan Chargers,131.0400000000002,156.0,154,158,5.0,4,6,74.0,64,84,0.5,0,1
SuperSport Park,Delhi Capitals,136.99999999999997,158.0,150,166,5.0,4,6,50.5,41,60,1.5,1,2
SuperSport Park,Kolkata Knight Riders,156.38000000000014,189.0,189,189,3.0,3,3,56.0,56,56,1.0,1,1
SuperSport Park,Mumbai Indians,109.93999999999994,124.0,122,126,5.0,2,8,41.5,41,42,2.0,2,2
SuperSport Park,Punjab Kings,156.68000000000015,174.0,174,174,3.0,3,3,53.0,53,53,1.0,1,1
SuperSport Park,Rajasthan Royals,114.47000000000004,126.66666666666667,107,147,5.666666666666667,3,9,34.0,31,38,1.6666666666666667,1,2
SuperSport Park,Royal Challengers Bangalore,142.16000000000014,176.0,176,176,4.0,4,4,46.0,46,46,0.0,0,0
"Vidarbha Cricket Association Stadium, Jamtha",Chennai Super Kings,112.06000000000006,138.0,138,138,8.0,8,8,55.0,55,55,1.0,1,1
"Vidarbha Cricket Association Stadium, Jamtha",Deccan Chargers,121.9500000000001,151.0,151,151,6.0,6,6,35.0,35,35,3.0,3,3
"Vidarbha Cricket Association Stadium, Jamtha",Rajasthan Royals,129.17000000000004,159.0,159,159,10.0,10,10,48.0,48,48,2.0,2,2
"Vidarbha Cricket Association Stadium, Jamtha",Deccan Chargers,119.4199999999999,148.0,139,157,7.0,4,10,44.5,37,52,2.0,2,2
"Vidarbha Cricket Association Stadium, Jamtha",Royal Challengers Bangalore,110.39999999999984,138.0,138,138,10.0,10,10,38.0,38,38,1.0,1,1
"Wankhede Stadium, Mumbai",Chennai Super Kings,138.45000000000016,172.33333333333334,156,188,7.0,6,8,37.666666666666664,28,52,1.6666666666666667,1,2
"Wankhede Stadium, Mumbai",Deccan Chargers,99.15000000000012,117.5,100,135,8.0,6,10,35.0,32,38,1.0,1,1
"Wankhede Stadium, Mumbai",Delhi Capitals,149.09999999999988,182.5,152,213,6.0,6,6,44.5,44,45,2.0,2,2
"Wankhede Stadium, Mumbai",Gujarat Lions,139.44000000000014,176.0,176,176,4.0,4,4,46.0,46,46,1.0,1,1
"Wankhede Stadium, Mumbai",Kolkata Knight Riders,116.50000000000011,139.83333333333334,67,178,7.166666666666667,5,10,41.833333333333336,25,59,1.8333333333333333,0,4
"Wankhede Stadium, Mumbai",Mumbai Indians,133.14000000000001,168.72972972972974,92,213,5.864864864864865,2,10,44.891891891891895,23,84,1.2162162162162162,0,4
"Wankhede Stadium, Mumbai",Pune Warriors,106.23999999999995,123.5,118,129,9.5,9,10,31.5,30,33,3.5,3,4
"Wankhede Stadium, Mumbai",Punjab Kings,147.00999999999993,185.57142857142858,112,230,5.0,3,8,51.714285714285715,35,71,1.1428571428571428,0,4
"Wankhede Stadium, Mumbai",Rajasthan Royals,155.29999999999984,190.5,189,192,6.5,4,9,46.5,35,58,0.5,0,1
"Wankhede Stadium, Mumbai",Rising Pune Supergiant,129.8699999999999,161.0,160,162,5.0,4,6,40.5,33,48,1.0,0,2
"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,147.23999999999998,182.6,162,235,5.4,1,8,45.8,39,52,1.2,1,2
"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,123.36000000000007,154.2,118,178,6.8,3,10,45.2,34,52,1.8,0,4
"Wankhede Stadium, Mumbai",Chennai Super Kings,131.31000000000006,155.33333333333334,79,202,6.5,1,10,46.833333333333336,25,100,1.9166666666666667,0,4
"Wankhede Stadium, Mumbai",Delhi Capitals,126.2899999999999,145.25,87,195,6.125,3,10,40.75,23,65,2.125,0,5
"Wankhede Stadium, Mumbai",Gujarat Lions,118.76000000000009,147.0,147,147,7.0,7,7,42.0,42,42,1.0,1,1
"Wankhede Stadium, Mumbai",Kochi Tuskers Kerala,152.29000000000005,184.0,184,184,2.0,2,2,50.0,50,50,0.0,0,0
"Wankhede Stadium, Mumbai",Kolkata Knight Riders,122.92000000000004,146.33333333333334,105,168,7.666666666666667,6,10,45.0,38,50,1.6666666666666667,1,2
"Wankhede Stadium, Mumbai",Mumbai Indians,138.07999999999996,155.7,68,223,6.0,1,10,48.233333333333334,17,78,1.5,0,4
"Wankhede Stadium, Mumbai",Pune Warriors,114.7200000000001,142.0,142,142,8.0,8,8,40.0,40,40,4.0,4,4
"Wankhede Stadium, Mumbai",Punjab Kings,131.9099999999999,163.25,136,183,6.75,4,10,46.0,24,57,1.0,0,2
"Wankhede Stadium, Mumbai",Rajasthan Royals,145.91999999999982,165.66666666666666,134,188,5.5,0,10,48.333333333333336,29,59,1.3333333333333333,0,4
"Wankhede Stadium, Mumbai",Rising Pune Supergiant,137.0200000000001,126.0,126,126,1.0,1,1,57.0,57,57,0.0,0,0
"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,129.86000000000013,155.8,136,168,5.8,1,8,45.8,35,64,1.0,0,2
"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,122.20999999999987,149.5,137,162,7.0,6,8,55.5,52,59,2.0,2,2
"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,200.0,8.0,8,8,2.0,2,2,8.0,8,8,2.0,2,2
"Wankhede Stadium, Mumbai",Mumbai Indians,300.0,9.0,9,9,0.0,0,0,9.0,9,9,0.0,0,0
