venue,opp_team,striker,strikerate_20,avg_runs_20,min_runs_20,max_runs_20,avg_wickets_20,min_wickets_20,max_wickets_20,avg_runs_6,min_runs_6,max_runs_6,avg_wickets_6,min_wickets_6,max_wickets_6
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,DW Steyn,33.33,1.0,1,1,0.0,0,0,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,EJG Morgan,120.49000000000002,47.0,47,47,1.0,1,1,14.0,14.0,14.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,F du Plessis,142.14999999999992,72.66666666666667,55,96,1.0,1,1,23.0,18.0,27.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,FY Fazal,112.5,45.0,45,45,1.0,1,1,3.0,3.0,3.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,G Gambhir,127.68999999999998,44.714285714285715,8,72,0.8571428571428571,0,2,21.285714285714285,2.0,36.0,0.14285714285714285,0.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,GH Vihari,80.0,5.333333333333333,2,9,1.0,1,1,7.0,5.0,9.0,1.0,1.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,HH Gibbs,125.72999999999999,44.0,44,44,1.0,1,1,18.0,18.0,18.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,HH Pandya,159.10000000000002,17.5,4,31,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,HV Patel,0.0,0.0,0,0,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Harbhajan Singh,123.51,5.25,0,12,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,IK Pathan,100.0,2.0,2,2,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Imran Tahir,100.0,4.0,4,4,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Ishan Kishan,124.93,20.0,11,29,1.0,1,1,13.0,13.0,13.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,J Arunkumar,33.33,1.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,J Botha,175.0,14.0,14,14,0.0,0,0,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,JC Archer,33.33,1.0,1,1,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,JC Buttler,138.20999999999998,23.5,23,24,1.0,1,1,23.0,23.0,23.0,1.0,1.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,JD Ryder,73.3,11.0,7,15,1.0,1,1,11.0,7.0,15.0,1.0,1.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,JD Unadkat,0.0,0.0,0,0,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,JDP Oram,118.17999999999999,13.0,13,13,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,JDS Neesham,60.0,12.0,12,12,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,JEC Franklin,95.67999999999999,22.0,22,22,1.0,1,1,20.0,20.0,20.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,JH Kallis,102.50000000000001,13.333333333333334,1,30,0.6666666666666666,0,1,5.0,1.0,9.0,1.0,1.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,JM Bairstow,12.5,1.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,JP Duminy,116.16000000000003,21.5,8,35,0.5,0,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,JP Faulkner,269.2,35.0,35,35,0.0,0,0,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,K Rabada,50.019999999999996,5.5,0,11,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,KA Pollard,104.47999999999999,10.0,3,18,0.7142857142857143,0,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,KC Sangakkara,25.0,1.0,1,1,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,KD Karthik,147.35,19.875,2,41,0.75,0,1,13.0,13.0,13.0,1.0,1.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,KH Pandya,166.68,10.0,10,10,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,KK Cooper,100.0,2.0,2,2,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,KK Nair,107.11,15.0,11,23,1.0,1,1,11.0,11.0,11.0,0.5,0.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,KL Rahul,161.54999999999995,42.0,42,42,1.0,1,1,39.0,39.0,39.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,KM Jadhav,0.0,0.0,0,0,1.0,1,1,0.0,0.0,0.0,1.0,1.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,KP Pietersen,137.61,46.333333333333336,15,66,1.0,1,1,18.333333333333332,13.0,28.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,KS Williamson,158.75999999999993,54.0,54,54,0.5,0,1,12.0,12.0,12.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,KV Sharma,121.02999999999999,11.5,1,22,0.5,0,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Kamran Akmal,300.0,24.0,24,24,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,L Ronchi,122.22,11.0,11,11,0.0,0,0,11.0,11.0,11.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,LJ Wright,309.07000000000005,34.0,34,34,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,LMP Simmons,141.53999999999994,85.5,71,100,0.5,0,1,37.5,25.0,50.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,LPC Silva,230.0,23.0,23,23,0.0,0,0,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,LR Shukla,70.0,7.0,7,7,1.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,LRPL Taylor,0.0,0.0,0,0,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,M Kaif,20.0,1.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,M Manhas,117.04,31.0,31,31,0.5,0,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,M Rawat,121.03999999999999,23.0,23,23,0.0,0,0,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,M Vijay,128.17,45.333333333333336,12,74,0.6666666666666666,0,1,15.666666666666666,12.0,20.0,0.3333333333333333,0.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,MA Agarwal,37.5,1.5,1,2,1.0,1,1,1.5,1.0,2.0,1.0,1.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,MA Khote,114.3,8.0,8,8,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,MC Henriques,117.69999999999999,17.666666666666668,7,30,0.3333333333333333,0,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,MEK Hussey,165.63000000000005,52.25,1,116,0.5,0,1,10.5,1.0,22.0,0.25,0.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,MF Maharoof,146.13,9.5,1,18,0.5,0,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,MJ Lumb,136.63000000000002,41.0,41,41,1.0,1,1,34.0,34.0,34.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,MJ McClenaghan,0.0,0.0,0,0,0.0,0,0,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,MK Pandey,104.01,23.285714285714285,0,57,0.7142857142857143,0,1,14.0,1.0,27.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,MK Tiwary,115.85,30.75,1,75,0.75,0,1,2.0,2.0,2.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,ML Hayden,147.05,25.0,25,25,1.0,1,1,21.0,21.0,21.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,MM Patel,0.0,0.0,0,0,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,MN Samuels,15.38,2.0,2,2,1.0,1,1,2.0,2.0,2.0,1.0,1.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,MP Stoinis,175.0,28.0,28,28,0.0,0,0,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,MR Marsh,33.34,2.0,2,2,0.0,0,0,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,MS Bisla,68.75,5.5,0,11,1.0,1,1,0.0,0.0,0.0,0.5,0.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,MS Dhoni,160.0,26.666666666666668,1,79,0.5,0,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,MV Boucher,118.17000000000003,39.0,39,39,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Mandeep Singh,114.27000000000001,12.0,4,20,1.0,1,1,8.0,4.0,12.0,0.5,0.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Misbah-ul-Haq,262.5,21.0,21,21,1.0,1,1,21.0,21.0,21.0,1.0,1.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Mohammad Hafeez,108.32,13.0,13,13,1.0,1,1,13.0,13.0,13.0,1.0,1.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Mohammad Nabi,171.43999999999997,12.0,12,12,0.0,0,0,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Mohammed Shami,40.0,1.0,0,2,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,NLTC Perera,142.84999999999997,20.0,8,32,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,NV Ojha,113.92000000000002,20.5,13,28,1.0,1,1,13.0,13.0,13.0,1.0,1.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Niraj Patel,142.5,57.0,57,57,1.0,1,1,33.0,33.0,33.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,P Dogra,100.0,1.0,1,1,0.0,0,0,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,P Kumar,71.44,5.0,5,5,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,PA Patel,141.31,42.166666666666664,15,81,0.8333333333333334,0,1,18.5,12.0,24.0,0.5,0.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,PP Shaw,0.0,0.0,0,0,1.0,1,1,0.0,0.0,0.0,1.0,1.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Pankaj Singh,20.0,1.0,1,1,0.0,0,0,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Q de Kock,160.00000000000003,56.0,52,60,1.0,1,1,28.0,19.0,37.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,R Ashwin,50.0,1.0,1,1,0.0,0,0,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,R Bhatia,157.12,16.5,16,17,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,R Dravid,110.18000000000002,21.75,4,46,1.0,1,1,10.0,1.0,27.0,0.5,0.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,R McLaren,0.0,0.0,0,0,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,R Sathish,117.61,20.0,20,20,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,R Sharma,50.0,2.0,2,2,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,R Tewatia,125.0,12.5,9,16,1.5,1,2,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,R Vinay Kumar,25.0,1.0,1,1,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,RA Jadeja,97.14,11.333333333333334,7,19,0.3333333333333333,0,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,RA Tripathi,108.63000000000002,50.0,50,50,1.0,1,1,20.0,20.0,20.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,RG Sharma,143.44,25.857142857142858,0,50,1.0,1,1,12.333333333333334,0.0,32.0,1.0,1.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,RJ Peterson,228.57,16.0,16,16,0.0,0,0,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,RR Pant,154.09999999999997,18.5,3,39,0.75,0,1,2.0,2.0,2.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,RS Bopara,0.0,0.0,0,0,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,RV Uthappa,137.74,24.25,0,53,1.125,1,2,16.2,1.0,45.0,0.2,0.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,S Anirudha,0.0,0.0,0,0,1.0,1,1,0.0,0.0,0.0,1.0,1.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,S Badrinath,136.63999999999993,48.5,31,66,0.0,0,0,8.0,8.0,8.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,S Dhawan,125.69000000000003,24.555555555555557,0,77,0.8888888888888888,0,1,13.11111111111111,0.0,33.0,0.5555555555555556,0.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,S Gopal,0.0,0.0,0,0,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,S Lamichhane,0.0,0.0,0,0,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,S Nadeem,33.33,1.5,0,3,0.5,0,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,SA Asnodkar,99.99,9.0,9,9,1.0,1,1,9.0,9.0,9.0,1.0,1.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,SA Yadav,146.69,11.0,11,11,0.5,0,1,11.0,11.0,11.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,SB Styris,50.0,1.0,1,1,0.0,0,0,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,SC Ganguly,120.24999999999997,23.666666666666668,5,50,1.0,1,1,14.333333333333334,5.0,22.0,0.6666666666666666,0.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,SK Raina,146.55999999999997,30.833333333333332,0,53,0.8333333333333334,0,1,11.5,0.0,20.0,0.5,0.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,SK Warne,166.66000000000003,5.0,5,5,0.0,0,0,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,SM Pollock,104.75000000000001,22.0,22,22,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,SMSM Senanayake,50.0,1.0,1,1,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,SN Khan,66.68,4.0,4,4,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,SP Narine,146.15,9.5,1,18,0.5,0,1,18.0,18.0,18.0,1.0,1.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,SPD Smith,116.27999999999999,19.0,6,38,0.6666666666666666,0,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,SR Tendulkar,109.57000000000002,23.0,6,34,1.0,1,1,13.333333333333334,6.0,18.0,0.3333333333333333,0.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,SR Watson,126.91000000000001,16.5,0,36,1.0,1,1,14.333333333333334,0.0,29.0,0.3333333333333333,0.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,SS Iyer,102.22999999999999,15.0,6,28,1.0,1,1,10.666666666666666,4.0,22.0,0.3333333333333333,0.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,SS Tiwary,113.68,8.333333333333334,4,17,1.0,1,1,4.0,4.0,4.0,1.0,1.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,ST Jayasuriya,14.29,1.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,STR Binny,149.01,17.5,0,33,0.75,0,1,4.0,4.0,4.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,SV Samson,118.19999999999999,31.6,5,49,0.8,0,1,7.75,3.0,12.0,0.25,0.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,SW Billings,78.94999999999999,5.0,0,9,1.0,1,1,3.5,0.0,7.0,0.5,0.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Sachin Baby,106.49000000000004,33.0,33,33,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Shakib Al Hasan,116.63,17.5,11,24,0.5,0,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Shoaib Malik,99.98,19.0,19,19,1.0,1,1,17.0,17.0,17.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Shubman Gill,130.0,65.0,65,65,0.0,0,0,15.0,15.0,15.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,TL Suman,80.0,4.0,4,4,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,TM Dilshan,0.0,0.0,0,0,1.0,1,1,0.0,0.0,0.0,1.0,1.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,TM Head,137.5,11.0,11,11,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,V Kohli,121.94999999999997,26.714285714285715,4,67,1.0,1,1,18.8,4.0,34.0,0.6,0.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,V Sehwag,107.69,7.0,6,8,1.0,1,1,7.0,6.0,8.0,1.0,1.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,V Shankar,95.16,19.5,13,26,1.0,1,1,9.0,9.0,9.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,VS Malik,50.0,1.0,1,1,0.0,0,0,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,VY Mahesh,120.0,6.0,6,6,0.0,0,0,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,WP Saha,162.5,32.5,6,59,0.5,0,1,6.0,6.0,6.0,1.0,1.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Y Venugopal Rao,40.0,2.0,2,2,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,YK Pathan,144.79,18.833333333333332,2,39,0.8333333333333334,0,1,19.0,19.0,19.0,1.0,1.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Younis Khan,42.87,3.0,3,3,1.0,1,1,3.0,3.0,3.0,1.0,1.0,1.0
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Yuvraj Singh,141.12,28.8,15,42,0.8,0,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Z Khan,20.0,0.5,0,1,0.5,0,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,AC Gilchrist,142.80000000000004,35.0,28,42,1.0,1,1,26.0,24.0,28.0,0.5,0.0,1.0
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,AM Nayar,90.9,5.0,1,9,0.5,0,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Azhar Mahmood,96.0,24.0,24,24,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,CH Gayle,136.37000000000003,30.0,30,30,1.0,1,1,30.0,30.0,30.0,1.0,1.0,1.0
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,DA Miller,130.37,25.666666666666668,8,40,0.6666666666666666,0,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,DJ Hussey,99.99,4.5,1,8,1.0,1,1,4.0,4.0,4.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,DPMD Jayawardene,104.6,23.0,23,23,2.0,2,2,,,,,,
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,GJ Bailey,144.47000000000003,26.0,26,26,0.0,0,0,,,,,,
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Gurkeerat Singh,92.0,23.0,23,23,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,IK Pathan,100.0,1.0,1,1,0.0,0,0,,,,,,
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,J Theron,50.0,2.0,2,2,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,JR Hopes,145.74000000000004,51.0,51,51,1.0,1,1,16.0,16.0,16.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,KC Sangakkara,207.13,29.0,29,29,1.0,1,1,29.0,29.0,29.0,1.0,1.0,1.0
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,KD Karthik,123.52000000000001,21.0,21,21,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,KL Rahul,110.71,52.0,52,52,1.0,1,1,4.0,4.0,4.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,LA Pomersbach,100.0,1.0,1,1,0.0,0,0,,,,,,
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,M Kaif,100.0,8.0,8,8,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,M Vohra,119.04000000000002,25.0,25,25,1.0,1,1,24.0,24.0,24.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,MA Agarwal,216.65000000000003,26.0,26,26,1.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,MS Bisla,184.19999999999996,35.0,35,35,1.0,1,1,29.0,29.0,29.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,MS Gony,75.0,3.0,3,3,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Mandeep Singh,63.64,2.3333333333333335,0,7,1.0,1,1,3.5,0.0,7.0,1.0,1.0,1.0
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Mujeeb Ur Rahman,0.0,0.0,0,0,0.0,0,0,,,,,,
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,N Pooran,83.33,5.0,5,5,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,N Saini,20.0,2.0,2,2,1.0,1,1,2.0,2.0,2.0,1.0,1.0,1.0
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,P Kumar,77.77,7.0,7,7,0.0,0,0,,,,,,
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,PC Valthaty,143.72000000000003,46.0,46,46,1.0,1,1,33.0,33.0,33.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,PP Chawla,112.5,4.5,1,8,0.75,0,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,R Ashwin,425.0,17.0,17,17,0.0,0,0,,,,,,
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,R McLaren,25.0,2.0,2,2,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,R Sathish,133.32999999999998,4.0,4,4,0.0,0,0,,,,,,
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,RJ Harris,60.0,3.0,3,3,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,RS Bopara,96.20999999999995,25.0,25,25,1.0,1,1,16.0,16.0,16.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,S Sreesanth,0.0,0.0,0,0,0.0,0,0,,,,,,
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,SE Marsh,137.39999999999995,67.4,34,115,1.0,1,1,15.2,6.0,33.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,SJ Srivastava,0.0,0.0,0,0,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Sunny Singh,100.0,5.0,5,5,0.0,0,0,,,,,,
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,V Sehwag,199.99,18.0,18,18,1.0,1,1,18.0,18.0,18.0,1.0,1.0,1.0
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,WP Saha,135.0,27.0,27,27,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Yuvraj Singh,213.3,32.0,15,49,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Rising Pune Supergiant,DA Miller,116.67,7.0,7,7,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Rising Pune Supergiant,GJ Maxwell,228.56999999999994,32.0,32,32,0.0,0,0,,,,,,
"Punjab Cricket Association Stadium, Mohali",Rising Pune Supergiant,M Vijay,103.87999999999997,53.0,53,53,1.0,1,1,29.0,29.0,29.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Rising Pune Supergiant,M Vohra,154.53000000000003,51.0,51,51,1.0,1,1,19.0,19.0,19.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Rising Pune Supergiant,SE Marsh,66.68,4.0,4,4,1.0,1,1,,,,,,
"Punjab Cricket Association Stadium, Mohali",Rising Pune Supergiant,WP Saha,100.0,4.0,4,4,0.0,0,0,,,,,,
"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,AR Patel,133.36,20.0,20,20,0.0,0,0,1.0,1.0,1.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,Azhar Mahmood,235.69999999999993,33.0,33,33,0.0,0,0,,,,,,
"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,B Lee,100.0,1.0,1,1,0.0,0,0,,,,,,
