venue,bowling_team,batsmen,strikerate_20,avg_runs_20,min_runs_20,max_runs_20,avg_wickets_20,min_wickets_20,max_wickets_20,avg_runs_6,min_runs_6,max_runs_6,avg_wickets_6,min_wickets_6,max_wickets_6
M.Chinnaswamy Stadium,Royal Challengers Bangalore,LMP Simmons,128.26,59,59,59,1,1,1,27,27,27,0,0,0
M.Chinnaswamy Stadium,Royal Challengers Bangalore,LR Shukla,62.5,5,5,5,1,1,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,LS Livingstone,157.14,11,11,11,0,0,0,11,11,11,0,0,0
M.Chinnaswamy Stadium,Royal Challengers Bangalore,M Ashwin,50,1,1,1,0,0,0,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,M Kaif,66.67,4,4,4,0,0,0,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,M Klinger,96,24,24,24,1,1,1,21,21,21,0,0,0
M.Chinnaswamy Stadium,Royal Challengers Bangalore,M Manhas,90.94,6.666666667,3,11,0.333333333,0,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,M Markande,120,6,6,6,1,1,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,M Morkel,33.33,2,2,2,0.5,0,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,M Rawat,0,0,0,0,1,1,1,0,0,0,1,1,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,M Vijay,115.33,10,1,32,1,1,1,11.4,1,32,0.8,0,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,M Vohra,84.33,13.5,2,25,1,1,1,4.5,2,7,0.5,0,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,MA Agarwal,142.05,27,15,35,1,1,1,15.66666667,10,22,0.333333333,0,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,MC Henriques,79.33,11.5,4,19,1,1,1,4,4,4,0,0,0
M.Chinnaswamy Stadium,Royal Challengers Bangalore,MC Juneja,94.48,17,17,17,1,1,1,0,0,0,0,0,0
M.Chinnaswamy Stadium,Royal Challengers Bangalore,MD Mishra,81.81,9,9,9,1,1,1,9,9,9,1,1,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,MEK Hussey,114,19,4,47,1.333333333,1,2,5,4,6,0.666666667,0,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,MF Maharoof,162.5,13,13,13,0,0,0,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,MG Johnson,99.98,8.5,1,16,0.5,0,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,MJ Guptill,118.17,19.5,9,30,1,1,1,19,9,29,0.5,0,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,MJ Lumb,55.58,10,10,10,1,1,1,10,10,10,0,0,0
M.Chinnaswamy Stadium,Royal Challengers Bangalore,MJ McClenaghan,20,0.5,0,1,1,1,1,0,0,0,1,1,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,MK Pandey,110.98,20.4,4,62,0.6,0,1,1.333333333,1,2,0,0,0
M.Chinnaswamy Stadium,Royal Challengers Bangalore,MK Tiwary,116.44,14.2,0,27,0.8,0,1,5,5,5,0,0,0
M.Chinnaswamy Stadium,Royal Challengers Bangalore,ML Hayden,84.95,22.5,13,32,0.5,0,1,15,13,17,0.5,0,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,MM Patel,0,0,0,0,0,0,0,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,MM Sharma,92,5.75,1,14,0.75,0,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,MN Samuels,170,34,34,34,0,0,0,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,MP Stoinis,122.22,11,11,11,1,1,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,MR Marsh,100.04,24,24,24,1,1,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,MS Bisla,135.49,40.66666667,1,75,1,1,1,18.5,1,36,0.5,0,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,MS Dhoni,167.88,45.77777778,9,84,0.777777778,0,2,5,4,6,0,0,0
M.Chinnaswamy Stadium,Royal Challengers Bangalore,MV Boucher,50,1,1,1,0,0,0,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,Mandeep Singh,130.72,22.66666667,4,43,0.666666667,0,1,28.5,21,36,0.5,0,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,Mohammad Hafeez,166.66,5,5,5,0,0,0,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,Mohammad Nabi,133.33,4,4,4,1,1,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,Mohammed Shami,100,1,1,1,0,0,0,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,Mujeeb Ur Rahman,0,0,0,0,1,1,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,N Pooran,164.28,46,46,46,1,1,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,N Rana,120.06,18,9,37,1,1,1,8,8,8,0,0,0
M.Chinnaswamy Stadium,Royal Challengers Bangalore,N Saini,138.95,50,50,50,1,1,1,6,6,6,0,0,0
M.Chinnaswamy Stadium,Royal Challengers Bangalore,NLTC Perera,154.3,27,14,40,1,1,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,NV Ojha,104.37,14.2,0,33,0.8,0,1,22,16,28,0.5,0,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,OA Shah,222.16,60,60,60,1,1,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,P Dogra,42.85,3,3,3,1,1,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,P Kumar,113.35,5.666666667,1,15,0.666666667,0,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,P Parameswaran,100,1,1,1,0,0,0,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,PA Patel,97.56,11,1,21,0.857142857,0,1,7.428571429,1,15,0.571428571,0,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,PA Reddy,109.08,12,12,12,1,1,1,12,12,12,1,1,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,PC Valthaty,116.68,21,21,21,1,1,1,21,21,21,1,1,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,PJ Cummins,100.01,6,6,6,1,1,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,PJ Sangwan,200,4,4,4,0,0,0,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,PP Chawla,137.5,5.5,5,6,0.5,0,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,PP Shaw,127.29,28,28,28,1,1,1,26,26,26,0,0,0
M.Chinnaswamy Stadium,Royal Challengers Bangalore,PV Tambe,36.83,7,7,7,0,0,0,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,Q de Kock,171.45,51.5,6,108,1,1,1,23.25,6,34,0.25,0,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,R Ashwin,145.58,11.16666667,2,33,0.666666667,0,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,R Bhatia,199.98,8.666666667,4,13,0.333333333,0,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,R Dravid,95.29,30,25,35,1,1,1,10,6,14,0,0,0
M.Chinnaswamy Stadium,Royal Challengers Bangalore,R McLaren,88.75,23.33333333,2,40,1,1,1,12,12,12,0,0,0
M.Chinnaswamy Stadium,Royal Challengers Bangalore,R Sathish,200.01,12,12,12,0,0,0,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,R Shukla,33.34,2,2,2,1,1,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,R Tewatia,127.26,7,1,13,0,0,0,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,R Vinay Kumar,75,3,3,3,1,1,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,RA Jadeja,89.7,9.75,2,23,0.75,0,1,19,19,19,0,0,0
M.Chinnaswamy Stadium,Royal Challengers Bangalore,RA Tripathi,155.19,22.5,14,31,0.5,0,1,24,24,24,0,0,0
M.Chinnaswamy Stadium,Royal Challengers Bangalore,RG Sharma,135.8,21.55555556,0,57,1,1,1,8.333333333,0,31,0.5,0,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,RJ Harris,68,17,17,17,1,1,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,RN ten Doeschate,136.36,7.5,3,12,1.5,1,2,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,RR Pant,155.31,53.33333333,18,85,1,1,1,5,5,5,0,0,0
M.Chinnaswamy Stadium,Royal Challengers Bangalore,RR Powar,133.33,8,8,8,1,1,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,RR Sarwan,96.83,31,31,31,1,1,1,27,27,27,0,0,0
M.Chinnaswamy Stadium,Royal Challengers Bangalore,RS Bopara,145.37,77,77,77,1,1,1,8,8,8,0,0,0
M.Chinnaswamy Stadium,Royal Challengers Bangalore,RT Ponting,88.84,24,20,28,1,1,1,9,0,18,0,0,0
M.Chinnaswamy Stadium,Royal Challengers Bangalore,RV Gomez,43.75,7,7,7,1,1,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,RV Uthappa,130.11,25.5,0,69,0.75,0,1,11.8,0,24,0.4,0,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,Rashid Khan,50,1,1,1,1,1,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,S Badrinath,110.73,15.5,0,31,1,1,1,0,0,0,1,1,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,S Dhawan,116.99,28.75,0,73,0.75,0,1,15.85714286,0,27,0.428571429,0,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,S Kaushik,0,0,0,0,1,1,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,S Nadeem,0,0,0,0,1,1,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,S Narwal,0,0,0,0,1,1,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,S Sreesanth,0,0,0,0,1,1,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,SA Yadav,139.07,14.25,0,38,0.5,0,1,9,9,9,1,1,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,SB Bangar,242.87,17,17,17,0,0,0,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,SB Jakati,50,1,1,1,0,0,0,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,SB Styris,66.66,2,2,2,1,1,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,SC Ganguly,94.16,16.33333333,6,33,1,1,1,16.5,10,23,0.5,0,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,SE Marsh,106.76,15.8,4,39,1,1,1,9.8,4,18,0.6,0,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,SK Raina,124.88,16.7,0,62,0.8,0,1,4.875,0,19,0.625,0,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,SK Trivedi,42.86,1.5,0,3,1,1,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,SK Warne,57.15,4,4,4,1,1,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,SN Thakur,0,0,0,0,1,1,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,SP Narine,184,23,1,54,0.75,0,1,29.66666667,10,54,0.333333333,0,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,SPD Smith,140.32,33,16,48,0.75,0,1,1,1,1,0,0,0
M.Chinnaswamy Stadium,Royal Challengers Bangalore,SR Tendulkar,103.93,27.4,0,55,0.6,0,1,13,0,19,0.4,0,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,SR Watson,124.96,16,1,61,0.8,0,1,5,2,7,0.75,0,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,SS Iyer,126.43,34.75,0,67,1,1,1,13,0,20,0.25,0,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,SS Tiwary,124.92,32.5,13,52,0.5,0,1,20,20,20,0,0,0
M.Chinnaswamy Stadium,Royal Challengers Bangalore,ST Jayasuriya,138.41,54,54,54,1,1,1,17,17,17,0,0,0
M.Chinnaswamy Stadium,Royal Challengers Bangalore,STR Binny,154.57,17,1,33,1,1,1,5,5,5,0,0,0
M.Chinnaswamy Stadium,Royal Challengers Bangalore,SV Samson,166.81,31,9,92,0.8,0,1,10.5,1,28,0.5,0,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,SW Billings,130.8,17,9,25,1,1,1,10.5,5,16,0,0,0
M.Chinnaswamy Stadium,Royal Challengers Bangalore,SW Tait,33.33,1,1,1,1,1,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,Sandeep Sharma,85.69,6,5,7,0.5,0,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,Shahid Afridi,50,1,1,1,1,1,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,Shakib Al Hasan,66.67,4,4,4,1,1,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,Shivam Sharma,200,4,4,4,1,1,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,Shubman Gill,160,4,3,5,0,0,0,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,Sunny Singh,80,4,4,4,1,1,1,3,3,3,0,0,0
M.Chinnaswamy Stadium,Royal Challengers Bangalore,TD Paine,40,8,8,8,1,1,1,8,8,8,1,1,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,TL Suman,132.09,78,78,78,0,0,0,12,12,12,0,0,0
M.Chinnaswamy Stadium,Royal Challengers Bangalore,TM Dilshan,40,4,4,4,1,1,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,UBT Chand,145,58,58,58,1,1,1,1,1,1,0,0,0
M.Chinnaswamy Stadium,Royal Challengers Bangalore,UT Khawaja,266.67,16,16,16,0,0,0,16,16,16,0,0,0
M.Chinnaswamy Stadium,Royal Challengers Bangalore,V Sehwag,137.25,22.8,0,47,1,1,1,18.8,0,29,0.4,0,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,V Shankar,150.02,27,27,27,1,1,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,VR Aaron,0,0,0,0,0,0,0,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,VVS Laxman,118.12,52,52,52,1,1,1,15,15,15,0,0,0
M.Chinnaswamy Stadium,Royal Challengers Bangalore,WP Saha,106.6,18.57142857,13,24,1,1,1,15.75,6,24,0.75,0,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,Y Nagar,106.69,16,16,16,1,1,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,Y Venugopal Rao,78.29,18,18,18,1,1,1,,,,,,
M.Chinnaswamy Stadium,Royal Challengers Bangalore,YK Pathan,144.4,20.55555556,0,60,0.555555556,0,1,11,1,21,0.5,0,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,Yuvraj Singh,150.51,17.875,1,41,1,1,1,10,4,16,1,1,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,Z Khan,100,1,1,1,0,0,0,,,,,,
M.Chinnaswamy Stadium,Sunrisers Hyderabad,AB de Villiers,170.73,43.85714286,1,89,0.857142857,0,1,19.33333333,1,29,0.333333333,0,1
M.Chinnaswamy Stadium,Sunrisers Hyderabad,AN Ahmed,200,4,4,4,1,1,1,,,,,,
M.Chinnaswamy Stadium,Sunrisers Hyderabad,C de Grandhomme,204.73,21.5,3,40,0.5,0,1,,,,,,
M.Chinnaswamy Stadium,Sunrisers Hyderabad,CA Lynn,300,6,6,6,1,1,1,6,6,6,1,1,1
M.Chinnaswamy Stadium,Sunrisers Hyderabad,CH Gayle,142.25,27.6,1,76,1,1,1,21,1,44,0.4,0,1
M.Chinnaswamy Stadium,Sunrisers Hyderabad,CJ Jordan,75,3,3,3,0,0,0,,,,,,
M.Chinnaswamy Stadium,Sunrisers Hyderabad,DJG Sammy,66.66,6,6,6,1,1,1,,,,,,
M.Chinnaswamy Stadium,Sunrisers Hyderabad,G Gambhir,152.36,32,32,32,0,0,0,32,32,32,0,0,0
M.Chinnaswamy Stadium,Sunrisers Hyderabad,Gurkeerat Singh,130,65,65,65,1,1,1,7,7,7,0,0,0
M.Chinnaswamy Stadium,Sunrisers Hyderabad,HV Patel,60,1.5,1,2,0.5,0,1,,,,,,
M.Chinnaswamy Stadium,Sunrisers Hyderabad,IR Jaggi,62.5,5,5,5,0,0,0,5,5,5,0,0,0
M.Chinnaswamy Stadium,Sunrisers Hyderabad,Iqbal Abdulla,200,4,4,4,0,0,0,,,,,,
M.Chinnaswamy Stadium,Sunrisers Hyderabad,KD Karthik,81.81,9,9,9,1,1,1,4,4,4,0,0,0
M.Chinnaswamy Stadium,Sunrisers Hyderabad,KL Rahul,122.21,11,11,11,1,1,1,,,,,,
M.Chinnaswamy Stadium,Sunrisers Hyderabad,KM Jadhav,133.35,8,8,8,0,0,0,,,,,,
M.Chinnaswamy Stadium,Sunrisers Hyderabad,MA Agarwal,145,29,29,29,1,1,1,29,29,29,1,1,1
M.Chinnaswamy Stadium,Sunrisers Hyderabad,MA Starc,62.5,5,5,5,1,1,1,,,,,,
M.Chinnaswamy Stadium,Sunrisers Hyderabad,MC Henriques,77.77,7,7,7,0,0,0,,,,,,
M.Chinnaswamy Stadium,Sunrisers Hyderabad,MM Ali,191.16,65,65,65,1,1,1,2,2,2,0,0,0
M.Chinnaswamy Stadium,Sunrisers Hyderabad,Mandeep Singh,57.15,2,0,4,1,1,1,,,,,,
M.Chinnaswamy Stadium,Sunrisers Hyderabad,PA Patel,30.76,1.333333333,0,3,1,1,1,1.333333333,0,3,1,1,1
M.Chinnaswamy Stadium,Sunrisers Hyderabad,RR Rossouw,60.89,14,14,14,1,1,1,5,5,5,0,0,0
M.Chinnaswamy Stadium,Sunrisers Hyderabad,RV Uthappa,33.33,1,1,1,1,1,1,1,1,1,1,1,1
M.Chinnaswamy Stadium,Sunrisers Hyderabad,SA Abbott,155.55,14,14,14,1,1,1,,,,,,
M.Chinnaswamy Stadium,Sunrisers Hyderabad,SN Khan,316.65,28.5,22,35,0,0,0,,,,,,
M.Chinnaswamy Stadium,Sunrisers Hyderabad,SO Hetmyer,150,75,75,75,1,1,1,21,21,21,0,0,0
M.Chinnaswamy Stadium,Sunrisers Hyderabad,SR Watson,166.67,15,11,19,1,1,1,,,,,,
M.Chinnaswamy Stadium,Sunrisers Hyderabad,STR Binny,128.58,9,9,9,1,1,1,,,,,,
M.Chinnaswamy Stadium,Sunrisers Hyderabad,Sachin Baby,180,18,18,18,1,1,1,,,,,,
M.Chinnaswamy Stadium,Sunrisers Hyderabad,TG Southee,100,1,1,1,0,0,0,,,,,,
M.Chinnaswamy Stadium,Sunrisers Hyderabad,UT Yadav,225,9,9,9,0,0,0,,,,,,
M.Chinnaswamy Stadium,Sunrisers Hyderabad,V Kohli,142.59,41.57142857,0,93,0.857142857,0,1,11,0,18,0.428571429,0,1
M.Chinnaswamy Stadium,Sunrisers Hyderabad,VR Aaron,200,6,6,6,1,1,1,,,,,,
M.Chinnaswamy Stadium,Sunrisers Hyderabad,Washington Sundar,0,0,0,0,1,1,1,,,,,,
M.Chinnaswamy Stadium,Sunrisers Hyderabad,YK Pathan,0,0,0,0,1,1,1,0,0,0,1,1,1
M.Chinnaswamy Stadium,Sunrisers Hyderabad,YS Chahal,100,1,1,1,0,0,0,,,,,,
M.Chinnaswamy Stadium,Sunrisers Hyderabad,Yuvraj Singh,87.5,14,14,14,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,A Ashish Reddy,205.25,19.5,3,36,0.5,0,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,A Kumble,200,2,2,2,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,A Mishra,69.02,7.25,2,15,1.25,1,2,1,1,1,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,A Mithun,137.5,11,11,11,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,A Nehra,33.33,0.5,0,1,0.5,0,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,A Symonds,108.64,50,50,50,1,1,1,0,0,0,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,AA Jhunjhunwala,160,4,1,7,0.5,0,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,AB Agarkar,142.85,10,9,11,0.5,0,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,AB McDonald,114.29,8,8,8,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,AB de Villiers,149.04,29.57142857,4,65,0.857142857,0,1,11.25,1,21,0.25,0,1
MA Chidambaram Stadium,Chennai Super Kings,AC Gilchrist,161.39,46,38,54,1,1,1,37.5,37,38,0.5,0,1
MA Chidambaram Stadium,Chennai Super Kings,AC Thomas,50,1,1,1,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,AD Mathews,101.31,37.5,27,48,1,1,1,2,2,2,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,AD Russell,162.88,39.5,4,88,0.25,0,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,AJ Finch,145.63,67,67,67,1,1,1,37,37,37,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,AL Menaria,90.45,19,2,36,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,AM Nayar,214.28,22.5,0,45,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,AM Rahane,107.38,11.6,0,23,1,1,1,13.25,0,23,0.75,0,1
MA Chidambaram Stadium,Chennai Super Kings,AN Ahmed,50,4,4,4,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,AR Patel,94.71,9,9,9,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,AS Raut,50,2,2,2,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,AT Rayudu,121.52,15.5,3,34,0.5,0,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,AUK Pathan,233.34,14,14,14,1,1,1,14,14,14,1,1,1
MA Chidambaram Stadium,Chennai Super Kings,Ankit Sharma,0,0,0,0,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,Anureet Singh,50,10,10,10,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,Azhar Mahmood,138.44,18,18,18,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,B Akhil,85.72,6,6,6,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,B Chipli,113.35,17,17,17,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,B Kumar,40,2,2,2,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,BA Stokes,176.96,46,46,46,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,BB McCullum,91.57,13,0,33,1,1,1,9.6,0,24,0.8,0,1
MA Chidambaram Stadium,Chennai Super Kings,BJ Hodge,112.57,21,3,51,0.333333333,0,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,BJ Rohrer,66.67,4,4,4,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,Bipul Sharma,140,7,7,7,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,C de Grandhomme,66.67,4,4,4,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,CA Ingram,47.05,4,1,7,1,1,1,6,6,6,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,CA Lynn,104.76,11,0,22,1,1,1,11,0,22,1,1,1
MA Chidambaram Stadium,Chennai Super Kings,CA Pujara,33.34,1,0,2,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,CH Gayle,127.37,16.8,0,68,1,1,1,4.6,0,7,0.8,0,1
MA Chidambaram Stadium,Chennai Super Kings,CH Morris,133.32,8,0,16,0.5,0,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,CL White,126.76,28.25,2,77,1,0,2,10,2,18,0.5,0,1
MA Chidambaram Stadium,Chennai Super Kings,CM Gautam,80,4,4,4,1,1,1,4,4,4,1,1,1
MA Chidambaram Stadium,Chennai Super Kings,D Wiese,113.37,17,17,17,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,DA Miller,143.68,19.75,3,51,0.75,0,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,DA Warner,108.03,26.57142857,0,57,1,1,1,10.71428571,0,25,0.428571429,0,1
MA Chidambaram Stadium,Chennai Super Kings,DB Das,275,11,11,11,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,DH Yagnik,88.88,4,1,7,0.5,0,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,DJ Bravo,130,13,2,24,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,DJ Hooda,107.13,15,15,15,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,DJ Hussey,111.55,7.25,0,22,1,1,1,0,0,0,0.5,0,1
MA Chidambaram Stadium,Chennai Super Kings,DJG Sammy,158.32,19,19,19,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,DL Vettori,75,1,0,2,0.333333333,0,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,DPMD Jayawardene,124.93,20,8,55,1.25,1,2,14.66666667,6,30,0.666666667,0,1
MA Chidambaram Stadium,Chennai Super Kings,DR Smith,60,3,3,3,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,DT Christian,111.05,10,1,27,0.333333333,0,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,E Lewis,103.26,32,32,32,1,1,1,12,12,12,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,EJG Morgan,122.61,19,6,32,0.5,0,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,FY Fazal,66.68,4,4,4,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,G Gambhir,113.48,26.71428571,0,63,0.857142857,0,1,11.5,0,24,0.5,0,1
MA Chidambaram Stadium,Chennai Super Kings,GB Hogg,200,2,2,2,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,GC Smith,174.94,91,91,91,2,2,2,31,31,31,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,GH Vihari,66.66,2,2,2,0,0,0,2,2,2,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,GJ Bailey,33.33,1,1,1,1,1,1,1,1,1,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,Gurkeerat Singh,0,0,0,0,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,HF Gurney,20,1,1,1,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,HH Gibbs,112.2,27.5,10,45,1,1,1,5.5,1,10,1,1,1
MA Chidambaram Stadium,Chennai Super Kings,HH Pandya,149.97,19,13,23,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,HV Patel,0,0,0,0,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,Harbhajan Singh,134.48,27.33333333,21,33,0.666666667,0,1,,,,,,
